id,name,latDeg,longDeg,elevFt
7472,Hanel Field,45.59260178,-121.5490036,360
7473,Valley Forge Bicentennial Heliport,40.121201,-75.405998,360
7474,Van Pak Airport,39.8321991,-99.5687027,360
7475,Shoestring Aviation Airfield,39.795243,-76.647678,360
7476,Philadelphia Gliderport,40.331227,-75.248125,359
7477,Phoenix Technologies Heliport,40.11819839,-75.40129852,357
7478,Haunstein Ultralightport,40.31679916,-77.12470245,356
7479,Robbins Farm Airport,41.747319,-76.760624,355
7480,Ecko Field,40.23759842,-76.72470093,350
7481,Fisher Airport,41.49449921,-79.8309021,350
7482,Hostetler Airport,40.63090134,-77.85030365,350
7483,Linvill Airport,39.884801,-75.414902,350
7484,Geisinger Community Medical Center NAP Heliport,41.399964,-75.646634,350
7485,Carson Heliport,40.33340073,-75.21630096,350
7486,Fletcher Airport,41.4435997,-80.15390015,350
7487,Pete's Water Landing Seaplane Base,40.69940186,-79.61889648,350
7488,Flying Acres Airport,41.07310104,-80.07029724,348
7489,Wyeth-Ayerst Nr Heliport,40.15869904,-75.46340179,347
7490,Kitner Airport,40.41289902,-77.24140167,346
7491,Nichols Airport,41.77920151,-79.5983963,345
7492,Memmi Airport,40.16899872,-77.99250031,344
7493,Drillmore Acres Airport,40.12829971,-77.63140106,331
7494,Shriver Airport,41.61669922,-79.68309784,330
7495,Paul Personal Use Airport,41.7195015,-79.67780304,330
7496,Frederick Airpark,41.3708992,-79.34169769,329
7497,Mc Crory Stores Heliport,39.98149872,-76.67140198,328
7498,Marian Heliport,40.98949814,-75.751297,327
7499,Carsonville Airport,40.49039841,-76.76660156,320
7500,Old Orchard Airport,41.00839996,-78.56089783,320
7501,Used Parts Heliport,40.87929916,-75.19270325,320
7502,Herbst Heliport,39.94950104,-76.55329895,320
7503,Harman Airport,40.52230072,-76.84549713,320
7504,Bayfront Garage Heliport,42.13259888,-80.0861969,320
7505,Jefferson Health Bucks County Campus Heliport,40.182734,-74.868028,320
7506,Sonoma Valley Airport,38.2234993,-122.4499969,319
7507,Selma Airport,36.58160019,-119.6579971,310
7508,Shingletown Airport,40.522099,-121.818001,310
7509,Sonoma Skypark Airport,38.25770187,-122.4339981,310
7510,Lincoln Municipal Airport,38.40390015,-93.33300018,307
7511,The Red River Airport,31.99069977,-93.30740356,305
7512,Plainville Airpark,39.1945,-99.303398,305
7513,Meadow Creek USFS Airport,47.847956,-113.416758,302
7514,Stockton Municipal Airport,39.377201,-99.295097,300
7515,Nez Perce Municipal Airport,46.23740005,-116.2429962,300
7516,Lenling Airport,45.42499924,-100.8919983,300
7517,Lodi Airport,42.97219849,-96.98020172,300
7518,Prairie Lakes West Heliport,44.91109848,-97.11949921,300
7519,Bledsoe Ranch Airport,45.26940155,-103.2170029,300
7520,Brookview Manor Heliport,44.30810165,-96.76470184,300
7521,The Fort Heliport,43.8064003,-103.637001,296
7522,Oasis Ranch Airport,44.28889847,-101.8259964,295
7523,Porch Ranch Airport,43.5243988,-101.7340012,295
7524,Juhnke Airport,43.78279877,-100.2929993,294
7525,Crazy Horse Heliport,43.82500076,-103.6360016,292
7526,Ira Biffle Airfield,37.313901,-89.997299,292
7527,Kittyhawk Airport,33.126202,-96.683601,290
7528,HCA Houston Healthcare Mainland Heliport,29.39501,-94.986355,289
7529,Buddy Harmel Airport,34.219501,-101.980003,289
7530,Smith Farms Airport,34.213702,-101.923342,285
7531,Tate Ranch Airport,30.30430031,-102.1380005,285
7532,Erco Field,32.4978981,-96.27050018,280
7533,Metro Heli-Pad Heliport,29.61470032,-95.35489655,280
7534,Arco Ingleside Shorebase Heliport,27.847799,-97.223,280
7535,Alta Vista Ranch Airport,30.153167,-103.89978,280
7536,Womack Plantation Airport,33.848701,-95.407204,280
7537,Houston Oil & Minerals Port Bolivar Nr 2 Heliport,29.39109993,-94.76409912,276
7538,Robertson Ranch Airport,29.69300079,-101.1620026,276
7539,Christus Spohn Hospital Memorial Heliport,27.780069,-97.414811,275
7540,Bell Helicopter Hurst Heliport,32.80009842,-97.16699982,275
7541,Buzz Field,33.931752,-100.845681,272
7542,Hilltop Lakes Airport,31.08099937,-96.21520233,272
7543,Santa Maria Ranch Airport,27.43379974,-99.18589783,271
7544,Gorman Airport,32.20429993,-98.66560364,270
7545,LBJ Ranch Airport,30.25180054,-98.62249756,270
7546,Texas World Speedway Helistop Number 1,30.540501,-96.222504,270
7547,Texas World Speedway Helistop Number 2,30.5396,-96.226097,270
7548,R & S Buzzard Airport,35.67670059,-86.896698,270
7549,Tims Ford Seaplane Base,35.22230148,-86.22000122,268
7550,Village Airport,35.65589905,-84.1855011,266
7551,Park West Heliport,35.91759872,-84.10019684,264
7552,Physicians Medical Regional Center Heliport,35.991209,-83.927278,260
7553,Mc Donald Airport,35.86740112,-86.49780273,260
7554,Riner Farm Airport,36.1833992,-84.09909821,260
7555,Horne Properties Heliport,35.92359924,-84.0911026,260
7556,Erlanger Medical Center Heliport,35.04919815,-85.29049683,260
7557,East Tennessee Children's Hospital Heliport,35.95619965,-83.9382019,254
7558,Flower Mound Airport,33.0229,-97.122498,254
7559,Dooley Airport,33.09039,-97.267851,253
7560,Ultralight International Ultralightport,32.9487,-97.328903,252
7561,Houston Heliport,29.819259,-95.663143,250
7562,Ullrich Airport,30.09189987,-96.79499817,250
7563,Lake Bay Gall Airport,30.44190025,-95.18630219,250
7564,Harris County Courthouse Heliport,29.71610069,-95.47689819,250
7565,Flying U Airport,32.834578,-98.125677,250
7566,Flying 'K' Ranch Ultralightport,26.15040016,-97.88359833,250
7567,Jim Roach Field,30.015499,-97.737197,250
7568,Nassau Bay Airport,32.41960144,-97.71279907,245
7569,Pecan Plantation Airport,32.35400009,-97.67639923,240
7570,Heliport-Facility 5a Heliport,32.76259995,-97.05860138,240
7571,UT Health East Texas Carthage Hospital Heliport,32.166429,-94.346098,238
7572,Aerospatiale Helicopter Corp Heliport,32.71170044,-97.02719879,237
7573,Shiloh Heliport,33.023382,-97.120589,235
7574,Elm Creek Airpark,29.50519943,-97.99690247,230
7575,Lazy K Acres Airport,32.950102,-97.150297,230
7576,Jacobia Field,33.180401,-96.043297,230
7577,Card Aerodrome,33.25009918,-96.11689758,230
7578,Landmark US Forest Service Airport,44.64239883,-115.5329971,230
7579,Warm Springs Creek Airport,44.14210129,-115.314003,228
7580,Copper Basin Airport,43.80179977,-113.8310013,227
7581,Mahoney Creek US Forest Service Airport,44.744598,-114.920998,225
7582,Hollow Top Airport,43.32490158,-113.5879974,221
7583,May Airport,44.61019897,-113.8960037,217
7584,Lee Williams Memorial Airport,44.46160126,-116.7580032,215
7585,Mostly Harmless Heliport,37.965401,-77.777496,215
7586,Johnson Fox Field,37.23350143,-79.58529663,214
7587,Riverwood Airport,37.79650116,-79.76670074,211
7588,Hunt Airport,37.69879913,-77.09529877,210
7589,Worley Field,36.95009995,-79.87950134,210
7590,Coffman Field,37.69414437,-77.66089439,209
7591,Mc Guire Va Medical Center Pad Heliport,37.49599838,-77.46219635,206
7592,Flatrock Air Strip,37.52320099,-77.81939697,200
7593,Jayarz Airport,37.28580093,-77.79119873,200
7594,Handy Strip,37.44739914,-76.45379639,200
7595,Brooklyn Airport,37.68889999,-77.10140228,200
7596,Seattle Seaplanes Seaplane Base,47.62760162,-122.3320007,200
7597,Floathaven Seaplane Base,48.72819901,-122.3359985,200
7598,Streamline Heliport,47.98289871,-122.038002,200
7599,Dwight Field,46.61709976,-122.8259964,200
7600,Curtis Airport,46.5904007,-123.1050034,200
7601,Air Columbia Heliport,45.682599,-121.900002,197
7602,Macon Heliport,47.436238,-120.279515,195
7603,Ware Mountain Heliport,48.37929916,-122.288002,194
7604,Stevens Memorial Hospital Heliport,47.80369949,-122.3339996,190
7605,Shamrock Port Heliport,47.77690125,-117.0839996,190
7606,Childrens Hospital Emergency Heliport,47.66400146,-122.2809982,190
7607,Naval Station Everett Heliport,47.9864606,-122.2242951,186
7608,Aurora St Luke's Medical Center Heliport,42.98889923,-87.95149994,185
7609,Mort's Landing Airport,45.50719833,-92.14189911,184
7610,Doering Farms Airfield,43.20140076,-88.33339691,183
7611,Aurora Lakeland Medical Center Heliport,42.6617012,-88.49680328,181
7612,Snow Crest Ranch Airport,43.82939911,-89.3526001,180
7613,Crash In International Airport,42.79339981,-87.89060211,180
7614,Simandl Field/Private Airport,42.87360001,-88.15789795,180
7615,With Wings And A Halo Airport,44.13359833,-88.4992981,178
7616,Oconomowoc Airport,43.13890076,-88.47229767,178
7617,Mc Manus Hoonch-Na-Shee-Kaw Airport,42.9314003,-89.33869934,177
7618,Rucilla's Roost Airport,48.13729858,-123.112999,168
7619,Shangri-La Airport,46.75189972,-120.6019974,165
7621,Olympia Heliport,46.9640007,-122.8919983,163
7622,Potts Field,42.79970169,-88.04869843,160
7623,L-Z Blue Thunder Heliport,48.952522,-122.818136,160
7624,St Elizabeth Hospital Heliport,47.209449,-121.987726,159
7625,Sheldon Heliport,47.25109863,-116.8519974,158
7626,Parkland Hospital Nr 2 Heliport,32.811537,-96.838976,154
7628,Fort Duncan Medical Center Heliport,28.713889,-100.454728,150
7629,Midstream Freeport Heliport,28.97170067,-95.28309631,150
7630,Seven Cs Ranch Airport,27.996901,-98.882202,150
7631,74 Ranch Airport,28.68490028,-98.38279724,150
7632,Jaxon Landing Heliport,33.45000076,-101.939003,150
7633,Bar 3 Ranch Airport,30.66270065,-97.62509918,150
7634,Ohho Airport,30.27,-98.108299,150
7635,Methodist Mansfield Medical Center Heliport,32.567223,-97.095596,149
7636,Diamond H Ranch Airport,28.40029907,-99.55870056,149
7637,Rodgers Roost Airport,29.28779984,-96.34970093,148
7638,John Fields Ranch Airport,30.555675,-100.53084,145
7639,South Texas Project East Heliport,28.792291,-96.041895,145
7640,Eds Heliport,33.09170151,-96.68609619,143
7641,Southeastern Helicopters Heliport,26.145731,-97.171369,141
7642,Lakeside Beach Airport,30.50099945,-98.14700317,141
7643,Anacacho Ranch Airport,29.193679,-100.280027,141
7644,Dunbar Ranch Airport,29.07695,-100.371609,140
7645,Lambert Fechter Municipal Airport,43.16419983,-95.47000122,140
7646,Lake Mills Municipal Airport,43.41659927,-93.50849915,133
7647,Road Commission Nr 1 Airport,63.10709,-147.542347,132
7648,Shannons Pond Seaplane Base,59.058998,-158.577191,132
7649,Hunt Strip,61.592052,-149.677598,130
7650,North Jackson Hospital Heliport,34.91400146,-85.77089691,130
7651,Huntsville Memorial Hospital Heliport,36.09400177,-93.74240112,129
7652,Pierce Airport,33.36640167,-112.6179962,129
7653,William E Poole Heliport,34.602292,-117.172462,128
7654,Joe Gottlieb Field,35.368,-119.195,125
7655,Silkman Farms Inc. Airport,39.45470047,-102.2129974,124
7656,Winsted Municipal Airport,44.95000076,-94.06690216,124
7657,Rosser Ranch Airport,33.0154,-98.626,122
7658,Flying Baron Estates Airport,28.79750061,-81.93589783,121
7659,Seven Feathers Airport,29.00659943,-82.40460205,120
7660,Fishermen's Hospital Emergency Helistop,24.71039963,-81.09449768,120
7661,Beaverbrook Aerodrome,33.32509995,-84.2983017,120
7662,Flyers Airport,42.41669846,-92.25019836,117
7663,Flat Top Airstrip,43.49440002,-113.9219971,117
7664,Franciscan Health Rensselaer Heliport,40.934997,-87.138159,116
7665,Riverside Medical Center Heliport,41.12360001,-87.88529968,115
7666,Squires Airport,39.718399,-85.048897,115
7667,University of Kansas Hospital Heliport,39.056277,-94.608892,114
7668,Southwest Government Center Heliport,38.14839935,-85.8368988,113
7669,Industrial Helicopters Inc. Airport,30.250725,-92.095728,113
7670,G & J Fly A Way Ultralightport,30.046301,-91.994598,111
7671,Beaver Lake Seaplane Base,42.26259995,-72.30699921,110
7672,Ascension St Mary's Hospital Heliport,43.425969,-83.939356,110
7673,Lookout Lake Seaplane Base,46.4375,-93.95610046,110
7674,Eckerts Airstrip,38.914501,-91.704301,110
7675,Daniel Emergency Response Team Heliport,30.53030014,-88.55889893,110
7676,Hoolie Airport,47.83330154,-106.4840012,110
7677,Freeman Neosho Hospital Heliport,36.865843,-94.369848,106
7678,Johnston Farm Airport,36.3431015,-77.50939941,105
7679,Smith Strip,47.1875,-102.3619995,105
7680,St Joseph Hospital Heliport,41.265598,-95.954498,105
7681,Clark Heliport,42.87409973,-71.17970276,105
7682,St Francis M C Helistop,40.21839905,-74.73880005,105
7683,Beaver Meadow Heliport,43.368999,-75.159599,103
7684,Zoellner Airport,41.402517,-82.629333,100
7685,Hickory Hills Airport,35.16669846,-97.21700287,100
7686,Stevens Mountain Airport,45.781241,-123.221612,100
7687,Piac Heliport,39.86259842,-75.3105011,100
7688,One Meridian Plaza Heliport,39.93069839,-75.24410248,100
7689,Bear Creek Heliport,29.79220009,-95.63490295,100
7690,Gottwald Field,29.682746,-97.25288,97
7691,Flatwood Field,36.07189941,-86.35440063,96
7692,Saint's Strip Ultralightport,29.5525,-98.103104,96
7693,SMC Aerospace Heliport,27.8447,-97.2239,95
7694,Nashs Airport,37.38629913,-78.81310272,91
7695,Mullan Hill Airport,47.5546,-117.413001,90
7696,Buds Landing Airport,45.11579895,-88.1894989,89
7697,Flying S Air Ranch Airport,31.77949905,-98.90930176,86
7698,Rocking T Ranch Airport,64.001932,-145.501585,85
7699,Ech Stagefield Army Heliport,31.39369965,-85.75150299,85
7700,CHI St. Vincent Hospital Hot Springs Heliport,34.468846,-93.065766,85
7701,Whetstone Airport,31.683588,-110.290053,83
7702,Turner Field,36.6733017,-119.7220001,82
7703,Hansen Airport,34.63000107,-117.6529999,81
7704,Channel 7 Heliport,39.7253,-104.984,80
7705,B & L Farms Airport,25.582892,-80.498993,80
7706,North Okaloosa Medical Center Heliport,30.734808,-86.562293,80
7707,Williams Field,30.043724,-81.885217,80
7708,Johnson Field,42.921101,-82.585501,80
7709,De Kalb General Hospital Heliport,33.7897,-84.282204,80
7710,Apple 1 Heliport,34.26029968,-84.06639862,79
7711,Riddle Airport,42.185504,-116.112999,78
7712,Atterbury Field (Camp Atterbury),39.34170151,-86.03050232,77
7713,Presence St Mary's Hospital - Kankakee Heliport,41.120718,-87.873075,76
7714,Jr's Airport,39.81890106,-86.5381012,75
7715,St Anthony Memorial Hospital Heliport,39.125,-88.55059814,75
7716,Sheller's Airport,39.116695,-95.148904,75
7717,Southwest Hospital Heliport,38.11589813,-85.83609772,74
7718,Tiger Pass Seaplane Base,29.25880051,-89.35299683,73
7719,Thacker Airport,40.722514,-88.769108,72
7720,Jasmine Hill Airport,30.976321,-92.56888,72
7721,Fulton-Itawamba County Airport,34.35200119,-88.37729645,72
7722,Bulljump Airport,41.80730057,-70.75839996,71
7723,Tim's Airport,38.42002,-75.63168,70
7724,Wagner's Landing Heliport,42.73839951,-83.43740082,70
7725,Sixberry's Landing Seaplane Base,47.6777,-93.048203,70
7726,Redgate Ranch Airport,38.90169907,-91.6352005,70
7727,Candlelight Farms Airport,41.56679916,-73.46620178,68
7728,Sprint/Midatlantic Telecom Heliport,36.02149963,-78.51889801,68
7729,Kaan Airport,42.44250107,-103.9160004,67
7730,Southdown Heliport,40.64070129,-74.66419983,66
7731,Hop House Airpark,42.91389847,-74.61170197,65
7732,Saikkonen Airport,42.209162,-76.448979,65
7733,Hide-A-Way Hills Resort Airport,39.64310074,-82.46679688,65
7734,Unity Airport,44.45130157,-118.1869965,65
7735,Beefor Ranch Airport,35.06909,-97.38465,63
7736,Holiday Sky Ranch Airport,43.39350128,-123.2850037,62
7737,Sherrie John Manor Heliport,40.2626,-77.045799,61
7738,Sekiu Airport,48.26610184,-124.314003,60
7739,Conoco Heliport,29.7894,-95.611099,60
7740,Flying M Ranch Airport,32.30009842,-97.20449829,60
7741,Salem Field,36.474998,-87.366699,59
7742,PT Enterprise D&W Ranch Airport,31.6579,-96.4114,59
7743,Butler Airport,33.667813,-96.691971,57
7744,Chesapeake General Hospital Heliport,36.7417984,-76.24410248,57
7745,Devil's Reach Landing Airport,38.20940018,-77.00060272,55
7746,Homeport Airport,47.5237999,-117.4700012,55
7747,Victory Memorial Hospital Heliport,44.963299,-90.933801,54
7748,Diedrich Seaplane Base,43.35419846,-89.57119751,53
7749,Goldberg Stagefield Army Heliport,31.416064,-85.463591,50
7750,Arkavalley Airport,35.17839813,-92.33540344,50
7751,Ranta Strip,33.853901,-112.653001,50
7752,Faber Vineyards Airport,38.10960007,-121.1689987,50
7753,Newton Field,36.1568985,-119.8499985,49
7754,Omega 1 STOLport,38.83549881,-107.8150024,47
7755,Hi-Acres Airport,28.4786,-81.7145,46
7756,Osceola Regional Medical Center Heliport,28.298854,-81.409872,45
7757,Timberlachen Seaplane Base,28.59280014,-81.40390015,45
7758,Gwinnett Community Hospital D/B/A Eastside Medical Center Heliport,33.875,-84.02059937,45
7759,Harvest Lake Seaplane Base,31.73080063,-81.35970306,43
7760,Brookville Reservoir Seaplane Base,39.51029968,-85,42
7761,Plueger Airfield,42.80049896,-96.13780212,42
7762,Flying B Ranch Landing Strip,44.9679985,-114.7330017,40
7763,Pentecost Airport,39.85620117,-84.97219849,40
7764,Hawker Airport,41.20000076,-88.01670074,40
7765,J & S Field,38.11859894,-87.64749908,40
7766,Mercer County Hospital Heliport,41.206084,-90.759419,40
7767,Clinton Elks Lodge Balloonport,40.604587,-74.921538,40
7768,Sooter Airport,37.93529892,-97.4878006,39
7769,John M. Foree Airport,38.46030045,-85.16860199,38
7770,Kml Airport,30.27589989,-93.35739899,38
7771,Lambdins Field,37.540298,-89.486198,38
7772,Hains Airstrip,30.17860031,-92.28500366,37
7773,Mellen Street Heliport,42.20709991,-71.44270325,37
7774,St. Agnes Health Care Heliport,39.27080154,-76.67310333,36
7775,Ridgeview Airport,44.32229996,-69.20729828,36
7776,John's Airport,43.052551,-83.48977,35
7777,Eastman Seaplane Base,46.480499,-94.281097,35
7778,Ferguson Farms Airport,38.580601,-93.594704,35
7779,Green Acres Airport,31.088757,-91.318059,35
7780,Lincolns Field,48.77420044,-110.4420013,34
7781,Atlantic Field Marine Corps Outlying Field,34.892099,-76.349029,32
7782,Pietschtree Airstrip,48.29529953,-101.427002,32
7783,Reisig Brothers Airport,41.90660095,-103.6999969,30
7784,Penske 2 Heliport,40.883999,-74.067919,30
7785,Westport Airport,44.15840149,-73.43289948,30
7786,Columbus Stockyards Airport,31.80835,-107.659401,30
7787,TGP-245 Heliport,42.873402,-75.170998,28
7788,McGregor Airfield,39.834773,-84.333486,27
7789,Expressway Airpark,35.541302,-97.453102,25
7790,Skinner Ranch Airport,42.951302,-117.281998,25
7791,Helicopter Applicators Inc Heliport,39.8495,-77.184167,25
7792,WCAU Heliport,40.007112,-75.216197,25
7793,Villamil-304 Ponce De Leon Heliport,18.42259979,-66.05699921,25
7794,Siple Heliport,39.72380066,-75.88140106,25
7795,Monument Municipal Airport,44.83179855,-119.4300003,25
7796,Over the Hill Airport,34.14139938,-80.74669647,24
7797,Ferris Red Oak Municipal Heliport,32.529866,-96.731122,22
7798,Channel Two Heliport,29.69020081,-95.52770233,21
7799,Curtis Ranch Field,31.312844,-99.24048,20
7800,Riley Creek Airport,35.82369995,-84.5388031,20
7801,Blo Airport,32.908501,-97.977303,20
7802,Griffin Airport,30.821253,-98.081024,20
7803,Hop-Along Airport,37.7881012,-79.76779938,20
7804,Fowlers Nw 40 Airport,47.52069855,-117.4629974,20
7805,Memorial Hospital of Taylor County Heliport,45.13589859,-90.35630035,20
7806,Mc Croskey Field,34.954448,-91.837991,20
7807,Satterbergs Airport,61.65470123,-149.8999939,19
7808,Hatch Stagefield Army Heliport,31.35899925,-85.62049866,19
7809,Jrmc Heliport,34.18759918,-92.01789856,19
7810,Waltenberry Field Ultralightport,33.535,-112.8534722,19
7811,MH15 Heaps Peak US Forest Service Heliport,34.235211,-117.154799,19
7812,Maine Prairie Airport,38.38130188,-121.8239975,19
7813,Mann Heliport,40.55559921,-106.8440018,18
7814,Earle Airpark,29.69440079,-81.51370239,18
7815,Yelvington Heliport,28.5186,-81.383102,17
7816,Gator Lake Heliport,28.277826,-82.32045,16
7817,Oak Ridge Plantation Airport,31.3666,-83.754898,16
7818,Holt Airpark,32.3608017,-82.31809998,15
7819,Hillside Stables Airport,42.04570007,-90.19110107,15
7820,Silva Ranch Airport,44.26660156,-115.0009995,15
7821,St Joseph Medical Center Heliport,41.07870102,-85.14969635,15
7822,Gage Airport,40.81529999,-84.92769623,14
7823,Hess Port Reading Heliport,40.64440155,-74.24530029,13
7824,Daniel's Landing Airport,37.69779968,-97.11029816,12
7825,Miles Airport,37.704812,-87.158586,12
7826,Evergreen Heliport,29.78359985,-93.20850372,12
7827,Henry Valve Company Heliport,41.90888904,-87.87408248,12
7828,Tee Brad's Airport,29.9939003,-92.38559723,11
7829,Aeronut Park Balloonport,42.60419846,-83.8585968,10
7830,Metropolitan Airport,42.223301,-72.311401,10
7831,Socatean Bay Airport,45.77640152,-69.80930328,10
7832,Lee Memorial Hospital Heliport,41.9836998,-86.11579895,10
7833,Melby Airport,46.10079956,-95.83139801,10
7834,Domeyer Airport,37.67639923,-91.70649719,10
7835,Greener Pastures Airpark,30.63330078,-89.66390228,10
7836,Sorenson Airport,48.52080154,-110.112999,10
7837,Trinca Airport,40.966801,-74.780197,10
7838,Oak Grove Marine Corps Outlying Field,35.025006,-77.255945,9
7839,Hock Airport,40.31669998,-100.8089981,9
7840,Wyeth-Ayerst Research Heliport,40.36510086,-74.582901,9
7841,Quaker Valley Farm Heliport,41.59749985,-73.53150177,9
7842,Beaverhead Airstrip,33.419437,-108.142216,8
7843,Stony Brook University Hospital Heliport,40.909885,-73.11465,8
7844,Rose Field,41.330299,-84.298301,8
7845,Cleveland Clinic Union Hospital Heliport,40.515549,-81.456901,8
7846,McAlester Regional Health Center Heliport,34.936199,-95.748901,8
7847,Aubrey Mountain Airstrip,43.74069977,-122.4260025,8
7848,Rigrtona Airport,41.68259811,-79.45200348,8
7849,Richland Acres Ultralightport,40.45429993,-75.30460358,7
7850,St. Luke's/Pennstar Flight Center Heliport,40.73920059,-75.33390045,7
7851,Jewett Mesa Airport,34.004229,-108.67992,6
7852,Lake Louise Seaplane Base,62.28290176,-146.5189972,6
7853,Grassy Pond Heliport,35.139198,-81.696404,6
7854,KBMT-TV Heliport,30.073298,-94.133797,6
7855,Varisco Airport,30.65600014,-96.53829956,6
7856,Bear Mountain Heliport,35.59830093,-84.26750183,5
7857,Van Es Ranch Airport,27.45529938,-98.92639923,5
7858,Allison Ranch Airport,30.533561,-100.451882,5
7859,State Police Area 48 Office Heliport,38.823853,-77.283073,5
7860,May Heliport,37.30789948,-80.10009766,4
7861,Camano Island Airfield,48.25699997,-122.4369965,4
7862,Fsa - Everett Heliport,47.9365,-122.25,4
7863,Nowatzski Field,43.69639969,-88.99960327,3
7864,Presbyterian Hospital Of Rockwall Heliport,32.884444,-96.464444,3
7865,Littlefork Muni/Hanover Airport,48.41659927,-93.58630371,2
7866,Loring Seaplane Base,55.60129929,-131.6369934,2
7867,Four Corners Airport,61.60150146,-149.2480011,0
7868,Highbluff Stagefield Army Heliport,31.1534996,-85.73370361,0
7869,Rice-Bell Field Airport,35.05279922,-90.67500305,0
7870,Ruby Star Airpark,31.909494,-111.120293,0
7871,Hoag Memorial Hospital Heliport,33.625182,-117.930799,0
7872,Foothill Presbyterian Hospital Heliport,34.133487,-117.870677,0
7873,Good Pasture Airport,38.09719849,-104.9100037,0
7874,Mashantucket Pequot Tribal Nation Heliport,41.484699,-71.9729,0
7875,Burrs Strip,25.568621,-80.398822,0
14580,Lazy G Bar Ranch Airport,33.282101,-97.497002,860
15372,Western Airpark,46.92499924,-122.5530014,1070
22103,Ponderosa Heliport,42.62912003,-83.68306518,18
43030,Three Rivers Airport,34.822445,-92.44442,3387
45248,Fisher Airport,61.569639,-149.724439,994
45270,West Beaver Airport,61.589361,-149.847333,915
45272,June Lake Airpark,61.627619,-149.575331,1200
45273,Yentna Bend Strip,61.725556,-150.678611,845
45301,Gibbons Airport,34.515444,-90.973722,50
45302,Ozark Skies Airpark,36.000633,-93.57025,1358
45316,Tulare Motor Sports #1 Heliport,36.172031,-119.306181,980
45317,Tulare Motor Sports #2 Heliport,36.182556,-119.313572,904
45347,Cuchens Airport,30.642527,-86.118779,3284
45349,Doctors Memorial Hospital #2 Heliport,30.119753,-83.592732,750
45387,Pinnacle Airport,45.775705,-116.180463,690
45394,Z X Ranch Airport,43.230308,-116.763192,690
45410,Lake Gage Seaplane Base,41.701389,-85.113056,1560
45416,Winona Lake Seaplane Base,41.223056,-85.830556,960
45437,Shell Chemical East Site Heliport,30.191944,-90.980833,5841
45455,Peasley Field,44.742469,-68.474403,583
45523,Gile Pond Airport,43.495278,-71.654444,30
45537,Champion Ranch Airport,33.008611,-104.540278,4004
45686,Race City Heliport,35.540477,-80.598047,2885
45733,Teufel Heliport,45.530833,-123.085556,1470
45744,Eakin Airport,41.3525,-79.732778,60
45747,Folmar Airport,40.998889,-78.125278,1010
45764,Schiavoni Heliport,40.382733,-76.772533,1100
45773,Ferrell Field,41.2995,-80.211111,5324
45852,French Field,32.13169,-95.33959,140
45863,Gilbert Development Corp Heliport,37.172778,-113.434444,94
45900,Odyssey Heliport,47.518178,-122.210908,3541
45903,Stillwater Creek Airport,46.95835,-119.63864,1400
45905,Walker Airport,46.911,-117.218667,20
45906,Wings For Christ Airport,48.430464,-119.486058,156
45907,Flat Creek Field,48.702222,-118.0475,1210
45908,Coopers Landing Airport,46.127573,-119.014273,165
45923,Flying Feathers Airport,44.061183,-88.194933,51
45934,Black Diamond Airport,44.45,-108.384667,20
45935,Dorsey Creek Ranch Airport,44.411111,-108.163333,154
45936,Freedom Air Ranch Airport,43.039722,-111.038056,155
45941,Willow Creek Ranch Airport,43.423333,-106.823611,88
45950,Griffin Airport,38.803056,-88.997778,670
45951,Defiance Regional Medical Center Heliport,41.298,-84.377667,28
46288,Ascension Seton Hays Heliport,30.007222,-97.853333,3510
310052,Fayette County Memorial Hospital Heliport,39.547753,-83.427914,64
310114,E Northrop Grumman Airport,41.716667,-112.447222,1000
315634,Air Park North,44.958035,-84.958859,750
318194,Pan Lake Strip Airport,61.6959639,-149.9549028,1065
320961,Briley Farm Seaplane Base,28.5727778,-81.6286111,750
321471,Wood Farm Airfield,32.0393333,-102.3485833,20
321472,Crazy Horse Airport,38.343301,-82.112149,20
321919,Cliche Cove Seaplane Base,44.8118612,-73.3698057,5563
321977,Dosher Heliport,33.9280833,-78.0203889,65
322099,Garner Field,38.672544,-76.709739,3035
322127,Fulton Airport,34.9428028,-97.8180194,7826
322182,Upper Valley Medical Center Heliport,40.085621,-84.228562,415
322194,Knolle Ranch Airport,30.479253,-96.504031,920
322230,Richter Airport,39.268306,-122.116689,47
322276,Barker Heliport,44.415247,-70.844275,1140
322300,Mountain View Regional Hospital Heliport,42.840361,-106.224443,4990
322308,Fiorini Ranch Airport,37.452178,-120.764758,771
322435,Big Salmon Heliport,59.403055,-136.013611,850
322468,Flying R Airport,41.2538528,-111.7110611,57
322581,Goltl Airport,39.724028,-101.395994,6266
322658,Kitchen Creek Helibase Heliport,32.7273736,-116.4597417,7613
322667,Shasta Regional Medical Center Heliport,40.585116,-122.387976,81
322689,Adventist Health St Helena Heliport,38.543333,-122.475,125
322717,HIA Airport,32.5623056,-81.8576944,2320
322876,Northern Pines Medical Center Heliport,47.5175001,-92.2302778,1273
322892,Sun View Field Airport,39.065947,-94.921703,1942
323292,Rocky Top Airfield,36.657916,-92.465578,70
323339,OSF St Luke Medical Center Heliport,41.221865,-89.947788,670
323361,Aero B Ranch Airport,38.704022,-101.473911,8980
324404,Baker Ranches Airport,39.0311,-114.088219,1250
324410,Border Line Farm Airport,39.102239,-114.053472,1017
324414,Silver Creek Airport,39.098333,-114.150277,1120
324424,Williams Ag Airport,39.427188,-121.763427,7615
